,DEPT,GRGC,NPRL,DEN,FE,DDLLDS,DSLLDS,SPCGds,DTC,"Sample
No.",PERM,Comments,PhiDSS,PhieN,PhiAvgSS,VCLGR,VCLND,ResRatio,ResRatio2
4645,3122.5,,,,,,,,83.792625,,,,,,,,,,
4646,3123.0,,,,,,,,83.546656,,,,,,,,,,
4647,3123.5,,,,,,,,83.14802,,,,,,,,,,
4648,3124.0,,,,,,,,82.549225,,,,,,,,,,
4649,3124.5,,,,,,,,81.794813,,,,,,,,,,
4650,3125.0,,,,,,,,80.715054,,,,,,,,,,
4651,3125.5,,,,,,,,79.482658,,,,,,,,,,
4652,3126.0,,,,,,,,78.504003,,,,,,,,,,
4653,3126.5,,,,,,,,78.131918,,,,,,,,,,
4654,3127.0,,,,,,,,78.323155,,,,,,,,,,
4655,3127.5,,,,,,,,78.861495,,,,,,,,,,
4656,3128.0,,,,,,,,79.750707,,,,,,,,,,
4657,3128.5,,,,,,,,80.36408,,,,,,,,,,
4658,3129.0,,,,,,,,80.671775,,,,,,,,,,
4659,3129.5,,,,,,,,80.489562,,,,,,,,,,
4660,3130.0,,,,,,,,79.940599,,,,,,,,,,
4661,3130.5,,,,,,,,79.630404,,,,,,,,,,
4662,3131.0,,,,,,,,79.479866,,,,,,,,,,
4663,3131.5,,,,,,,,79.860868,,,,,,,,,,
4664,3132.0,,,,,,,,80.588924,,,,,,,,,,
4665,3132.5,,,,,,,,81.193019,,,,,,,,,,
4666,3133.0,,,,,,,,81.467414,,,,,,,,,,
4667,3133.5,,,,,,,,81.795191,,,,,,,,,,
4668,3134.0,,,,,,,,82.169604,,,,,,,,,,
4669,3134.5,,,,,,,,82.272961,,,,,,,,,,
4670,3135.0,,,,,,,,82.132996,,,,,,,,,,
4671,3135.5,,,,,,,,81.881141,,,,,,,,,,
4672,3136.0,,,,,,,,81.453728,,,,,,,,,,
4673,3136.5,,,,,,,,80.70115,,,,,,,,,,
4674,3137.0,,,,,,,,79.538824,,,,,,,,,,
4675,3137.5,,,,,,,,78.213207,,,,,,,,,,
4676,3138.0,,,,,,,,77.094464,,,,,,,,,,
4677,3138.5,,,,,,,,76.164581,,,,,,,,,,
4678,3139.0,,,,,,,,75.880627,,,,,,,,,,
4679,3139.5,,,,,,,,76.179588,,,,,,,,,,
4680,3140.0,,,,,,,,77.182084,,,,,,,,,,
4681,3140.5,,,,,,,,78.389968,,,,,,,,,,
4682,3141.0,,,,,,,,79.668653,,,,,,,,,,
4683,3141.5,,,,,,,,81.087652,,,,,,,,,,
4684,3142.0,,,,,,,,82.536881,,,,,,,,,,
4685,3142.5,,,,,,,,83.783643,,,,,,,,,,
4686,3143.0,,,,,,,,84.349525,,,,,,,,,,
4687,3143.5,,,,,,,,84.421414,,,,,,,,,,
4688,3144.0,,,,,,,,84.1425,,,,,,,,,,
4689,3144.5,,,,,,,,83.714823,,,,,,,,,,
4690,3145.0,,,,,,,,83.149678,,,,,,,,,,
4691,3145.5,,,,,,,,82.674098,,,,,,,,,,
4692,3146.0,,,,,,,,82.586484,,,,,,,,,,
4693,3146.5,,,,,,,,82.795709,,,,,,,,,,
4694,3147.0,,,,,,,,82.934294,,,,,,,,,,
4695,3147.5,,,,,,,,82.842962,,,,,,,,,,
4696,3148.0,,,,,,,,82.694089,,,,,,,,,,
4697,3148.5,,,,,,,,82.5453,,,,,,,,,,
4698,3149.0,,,,,,,,82.206797,,,,,,,,,,
4699,3149.5,,,,,,,,81.252075,,,,,,,,,,
4700,3150.0,,,,,,,,79.942331,,,,,,,,,,
4701,3150.5,,,,,,,,78.535177,,,,,,,,,,
4702,3151.0,,,,,,,,77.306725,,,,,,,,,,
4703,3151.5,,,,,,,,75.979709,,,,,,,,,,
4704,3152.0,,,,,,,,74.498589,,,,,,,,,,
4705,3152.5,,,,,,,,72.949699,,,,,,,,,,
4706,3153.0,,,,,,,,71.558168,,,,,,,,,,
4707,3153.5,,,,,,,,70.702261,,,,,,,,,,
4708,3154.0,,,,,,,,70.412607,,,,,,,,,,
4709,3154.5,,,,,,,,71.192281,,,,,,,,,,
4710,3155.0,,,,,,,,72.605664,,,,,,,,,,
4711,3155.5,,,,,,,,74.45118,,,,,,,,,,
4712,3156.0,,,,,,,,76.128461,,,,,,,,,,
4713,3156.5,,,,,,,,77.338026,,,,,,,,,,
4714,3157.0,,,,,,,,78.456614,,,,,,,,,,
4715,3157.5,,,,,,,,79.256533,,,,,,,,,,
4716,3158.0,,,,,,,,79.868051,,,,,,,,,,
4717,3158.5,,,,,,,,80.229729,,,,,,,,,,
4718,3159.0,,,,,,,,80.293952,,,,,,,,,,
4719,3159.5,,,,,,,,80.366138,,,,,,,,,,
4720,3160.0,,,,,,,,80.563092,,,,,,,,,,
4721,3160.5,,,,,,,,80.868397,,,,,,,,,,
4722,3161.0,,,,,,,,81.387307,,,,,,,,,,
4723,3161.5,,,,,,,,81.985808,,,,,,,,,,
4724,3162.0,,,,,,,,82.826766,,,,,,,,,,
4725,3162.5,,,,,,,,83.583959,,,,,,,,,,
4726,3163.0,,,,,,,,83.853973,,,,,,,,,,
4727,3163.5,,,,,,,,84.051346,,,,,,,,,,
4728,3164.0,,,,,,,,84.300436,,,,,,,,,,
4729,3164.5,,,,,,,,84.753642,,,,,,,,,,
4730,3165.0,,,,,,,,85.123713,,,,,,,,,,
4731,3165.5,,,,,,,,85.205591,,,,,,,,,,
4732,3166.0,,,,,,,,84.824115,,,,,,,,,,
4733,3166.5,,,,,,,,84.221744,,,,,,,,,,
4734,3167.0,,,,,,,,83.675959,,,,,,,,,,
4735,3167.5,,,,,,,,83.467614,,,,,,,,,,
4736,3168.0,,,,,,,,83.590893,,,,,,,,,,
4737,3168.5,,,,,,,,83.252309,,,,,,,,,,
4738,3169.0,,,,,,,,82.468646,,,,,,,,,,
4739,3169.5,,,,,,,,81.773332,,,,,,,,,,
4740,3170.0,,,,,,,,81.448035,,,,,,,,,,
4741,3170.5,,,,,,,,81.58943,,,,,,,,,,
4742,3171.0,,,,,,,,81.635958,,,,,,,,,,
4743,3171.5,,,,,,,,81.254747,,,,,,,,,,
4744,3172.0,,,,,,,,80.96694,,,,,,,,,,
4745,3172.5,,,,,,,,81.129088,,,,,,,,,,
4746,3173.0,,,,,,,,81.502605,,,,,,,,,,
4747,3173.5,,,,,,,,82.019273,,,,,,,,,,
4748,3174.0,,,,,,,,82.351432,,,,,,,,,,
4749,3174.5,,,,,,,,82.285368,,,,,,,,,,
4750,3175.0,,,,,,,,82.078362,,,,,,,,,,
4751,3175.5,,,,,,,,82.007963,,,,,,,,,,
4752,3176.0,,,,,,,,82.163046,,,,,,,,,,
4753,3176.5,,,,,,,,82.516819,,,,,,,,,,
4754,3177.0,,,,,,,,82.965542,,,,,,,,,,
4755,3177.5,,,,,,,,83.706384,,,,,,,,,,
4756,3178.0,,,,,,,,84.799544,,,,,,,,,,
4757,3178.5,,,,,,,,86.027494,,,,,,,,,,
4758,3179.0,,,,,,,,87.079676,,,,,,,,,,
4759,3179.5,,,,,,,,87.829701,,,,,,,,,,
4760,3180.0,,,,,,,,88.313659,,,,,,,,,,
4761,3180.5,,,,,,,,88.633411,,,,,,,,,,
4762,3181.0,,,,,,,,88.702456,,,,,,,,,,
4763,3181.5,,,,,,,,88.662144,,,,,,,,,,
4764,3182.0,,,,,,,,88.564606,,,,,,,,,,
4765,3182.5,,,,,,,,88.455802,,,,,,,,,,
4766,3183.0,,,,,,,,88.349982,,,,,,,,,,
4767,3183.5,,,,,,,,88.243504,,,,,,,,,,
4768,3184.0,,,,,,,,88.127483,,,,,,,,,,
4769,3184.5,,,,,,,,88.013429,,,,,,,,,,
4770,3185.0,,,,,,,,87.940729,,,,,,,,,,
4771,3185.5,,,,,,,,87.908741,,,,,,,,,,
4772,3186.0,,,,,,,,87.894948,,,,,,,,,,
4773,3186.5,,,,,,,,87.849327,,,,,,,,,,
4774,3187.0,,,,,,,,87.723398,,,,,,,,,,
4775,3187.5,,,,,,,,87.571081,,,,,,,,,,
4776,3188.0,,,,,,,,87.500836,,,,,,,,,,
4777,3188.5,,,,,,,,87.558024,,,,,,,,,,
4778,3189.0,,,,,,,,87.611658,,,,,,,,,,
4779,3189.5,,,,,,,,87.482487,,,,,,,,,,
4780,3190.0,,,,,,,,87.137501,,,,,,,,,,
4781,3190.5,,,,,,,,86.692705,,,,,,,,,,
4782,3191.0,,,,,,,,86.338333,,,,,,,,,,
4783,3191.5,,,,,,,,86.168824,,,,,,,,,,
4784,3192.0,,,,,,,,86.116868,,,,,,,,,,
4785,3192.5,,,,,,,,86.020141,,,,,,,,,,
4786,3193.0,,,,,,,,85.824732,,,,,,,,,,
4787,3193.5,,,,,,,,85.602828,,,,,,,,,,
4788,3194.0,,,,,,,,85.505757,,,,,,,,,,
4789,3194.5,,,,,,,,85.842131,,,,,,,,,,
4790,3195.0,,,,,,,,86.435678,,,,,,,,,,
4791,3195.5,,,,,,,,87.202536,,,,,,,,,,
4792,3196.0,,,,,,,,87.791683,,,,,,,,,,
4793,3196.5,,,,,,,,87.699036,,,,,,,,,,
4794,3197.0,,,,,,,,87.233431,,,,,,,,,,
4795,3197.5,,,,,,,,86.536357,,,,,,,,,,
4796,3198.0,,,,,,,,85.861132,,,,,,,,,,
4797,3198.5,,,,,,,,85.289874,,,,,,,,,,
4798,3199.0,,,,,,,,84.804548,,,,,,,,,,
4799,3199.5,,,,,,,,84.571449,,,,,,,,,,
4800,3200.0,,,,,,,,84.773384,,,,,,,,,,
4801,3200.5,,,,,,,,85.254934,,,,,,,,,,
4802,3201.0,,,,,,,,85.801277,,,,,,,,,,
4803,3201.5,,,,,,,,86.224259,,,,,,,,,,
4804,3202.0,,,,,,,,86.378382,,,,,,,,,,
4805,3202.5,,,,,,,,86.442119,,,,,,,,,,
4806,3203.0,,,,,,,,86.451416,,,,,,,,,,
4807,3203.5,,,,,,,,86.445728,,,,,,,,,,
4808,3204.0,,,,,,,,86.337507,,,,,,,,,,
4809,3204.5,,,,,,,,86.13732,,,,,,,,,,
4810,3205.0,,,,,,,,85.828994,,,,,,,,,,
4811,3205.5,,,,,,,,85.532991,,,,,,,,,,
4812,3206.0,,,,,,,,85.274009,,,,,,,,,,
4813,3206.5,,,,,,,,84.910015,,,,,,,,,,
4814,3207.0,,,,,,,,84.388738,,,,,,,,,,
4815,3207.5,,,,,,,,83.95292,,,,,,,,,,
4816,3208.0,,,,,,,,83.860309,,,,,,,,,,
4817,3208.5,,,,,,,,83.98797,,,,,,,,,,
4818,3209.0,,,,,,,,84.19092,,,,,,,,,,
4819,3209.5,,,,,,,,84.376538,,,,,,,,,,
4820,3210.0,,,,,,,,84.556552,,,,,,,,,,
4821,3210.5,,,,,,,,84.732637,,,,,,,,,,
4822,3211.0,,,,,,,,84.836453,,,,,,,,,,
4823,3211.5,,,,,,,,84.828935,,,,,,,,,,
4824,3212.0,,,,,,,,84.742785,,,,,,,,,,
4825,3212.5,,,,,,,,84.605541,,,,,,,,,,
4826,3213.0,,,,,,,,84.491791,,,,,,,,,,
4827,3213.5,,,,,,,,84.479049,,,,,,,,,,
4828,3214.0,,,,,,,,84.503785,,,,,,,,,,
4829,3214.5,,,,,,,,84.434063,,,,,,,,,,
4830,3215.0,,,,,,,,84.255429,,,,,,,,,,
4831,3215.5,,,,,,,,84.020638,,,,,,,,,,
4832,3216.0,,,,,,,,83.867649,,,,,,,,,,
4833,3216.5,,,,,,,,83.899271,,,,,,,,,,
4834,3217.0,,,,,,,,84.01596,,,,,,,,,,
4835,3217.5,,,,,,,,84.123205,,,,,,,,,,
4836,3218.0,,,,,,,,84.168828,,,,,,,,,,
4837,3218.5,,,,,,,,84.275,,,,,,,,,,
4838,3219.0,,,,,,,,84.554444,,,,,,,,,,
4839,3219.5,,,,,,,,84.912127,,,,,,,,,,
4840,3220.0,,,,,,,,85.184929,,,,,,,,,,
4841,3220.5,,,,,,,,85.27396,,,,,,,,,,
4842,3221.0,,,,,,,,85.18963,,,,,,,,,,
4843,3221.5,,,,,,,,85.119377,,,,,,,,,,
4844,3222.0,,,,,,,,85.217017,,,,,,,,,,
4845,3222.5,,,,,,,,85.481484,,,,,,,,,,
4846,3223.0,,,,,,,,85.913179,,,,,,,,,,
4847,3223.5,,,,,,,,86.300734,,,,,,,,,,
4848,3224.0,,,,,,,,86.395117,,,,,,,,,,
4849,3224.5,,,,,,,,86.347617,,,,,,,,,,
4850,3225.0,,,,,,,,85.964665,,,,,,,,,,
4851,3225.5,,,,,,,,85.41731,,,,,,,,,,
4852,3226.0,,,,,,,,84.962872,,,,,,,,,,
4853,3226.5,,,,,,,,84.664357,,,,,,,,,,
4854,3227.0,,,,,,,,84.606855,,,,,,,,,,
4855,3227.5,,,,,,,,84.664889,,,,,,,,,,
4856,3228.0,,,,,,,,84.761664,,,,,,,,,,
4857,3228.5,,,,,,,,84.877409,,,,,,,,,,
4858,3229.0,,,,,,,,84.891388,,,,,,,,,,
4859,3229.5,,,,,,,,84.815133,,,,,,,,,,
4860,3230.0,,,,,,,,84.755662,,,,,,,,,,
4861,3230.5,,,,,,,,84.693196,,,,,,,,,,
4862,3231.0,,,,,,,,84.550792,,,,,,,,,,
4863,3231.5,,,,,,,,84.225783,,,,,,,,,,
4864,3232.0,,,,,,,,83.873852,,,,,,,,,,
4865,3232.5,,,,,,,,83.812605,,,,,,,,,,
4866,3233.0,,,,,,,,83.952752,,,,,,,,,,
4867,3233.5,,,,,,,,84.108628,,,,,,,,,,
4868,3234.0,,,,,,,,84.152867,,,,,,,,,,
4869,3234.5,,,,,,,,84.053858,,,,,,,,,,
4870,3235.0,,,,,,,,83.946557,,,,,,,,,,
4871,3235.5,,,,,,,,83.901418,,,,,,,,,,
4872,3236.0,,,,,,,,83.891902,,,,,,,,,,
4873,3236.5,,,,,,,,83.876662,,,,,,,,,,
4874,3237.0,,,,,,,,83.912034,,,,,,,,,,
4875,3237.5,,,,,,,,84.048149,,,,,,,,,,
4876,3238.0,,,,,,,,84.281802,,,,,,,,,,
4877,3238.5,,,,,,,,84.636313,,,,,,,,,,
4878,3239.0,,,,,,,,84.980084,,,,,,,,,,
4879,3239.5,,,,,,,,85.223349,,,,,,,,,,
4880,3240.0,,,,,,,,85.428205,,,,,,,,,,
4881,3240.5,,,,,,,,85.744011,,,,,,,,,,
4882,3241.0,,,,,,,,86.320628,,,,,,,,,,
4883,3241.5,,,,,,,,87.045683,,,,,,,,,,
4884,3242.0,,,,,,,,87.618994,,,,,,,,,,
4885,3242.5,,,,,,,,87.93018,,,,,,,,,,
4886,3243.0,,,,,,,,87.932976,,,,,,,,,,
4887,3243.5,,,,,,,,87.837796,,,,,,,,,,
4888,3244.0,,,,,,,,87.69517,,,,,,,,,,
4889,3244.5,,,,,,,,87.519539,,,,,,,,,,
4890,3245.0,,,,,,,,87.360605,,,,,,,,,,
4891,3245.5,,,,,,,,87.240248,,,,,,,,,,
4892,3246.0,,,,,,,,87.176237,,,,,,,,,,
4893,3246.5,,,,,,,,87.098098,,,,,,,,,,
4894,3247.0,,,,,,,,86.874181,,,,,,,,,,
4895,3247.5,,,,,,,,86.575226,,,,,,,,,,
4896,3248.0,,,,,,,,86.263156,,,,,,,,,,
4897,3248.5,,,,,,,,85.997196,,,,,,,,,,
4898,3249.0,,,,,,,,85.823137,,,,,,,,,,
4899,3249.5,,,,,,,,85.692784,,,,,,,,,,
4900,3250.0,,,,,,,,85.515866,,,,,,,,,,
4901,3250.5,,,,,,,,85.296988,,,,,,,,,,
4902,3251.0,,,,,,,,85.143233,,,,,,,,,,
4903,3251.5,,,,,,,,85.119032,,,,,,,,,,
4904,3252.0,,,,,,,,85.329614,,,,,,,,,,
4905,3252.5,,,,,,,,85.94495,,,,,,,,,,
4906,3253.0,,,,,,,,86.82761,,,,,,,,,,
4907,3253.5,,,,,,,,87.696226,,,,,,,,,,
4908,3254.0,,,,,,,,88.228584,,,,,,,,,,
4909,3254.5,,,,,,,,88.158383,,,,,,,,,,
4910,3255.0,,,,,,,,87.950936,,,,,,,,,,
4911,3255.5,,,,,,,,87.56265,,,,,,,,,,
4912,3256.0,,,,,,,,86.835016,,,,,,,,,,
4913,3256.5,,,,,,,,85.391278,,,,,,,,,,
4914,3257.0,,,,,,,,83.825033,,,,,,,,,,
4915,3257.5,,,,,,,,82.866083,,,,,,,,,,
4916,3258.0,,,,,,,,82.360515,,,,,,,,,,
4917,3258.5,,,,,,,,82.113881,,,,,,,,,,
4918,3259.0,,,,,,,,81.91737,,,,,,,,,,
4919,3259.5,,,,,,,,81.73645,,,,,,,,,,
4920,3260.0,,,,,,,,81.507195,,,,,,,,,,
4921,3260.5,,,,,,,,81.022716,,,,,,,,,,
4922,3261.0,,,,,,,,80.568346,,,,,,,,,,
4923,3261.5,,,,,,,,80.255311,,,,,,,,,,
4924,3262.0,,,,,,,,80.035604,,,,,,,,,,
4925,3262.5,,,,,,,,80.00203,,,,,,,,,,
4926,3263.0,,,,,,,,80.064479,,,,,,,,,,
4927,3263.5,,,,,,,,80.274219,,,,,,,,,,
4928,3264.0,,,,,,,,80.720356,,,,,,,,,,
4929,3264.5,,,,,,,,81.387317,,,,,,,,,,
4930,3265.0,,,,,,,,82.083596,,,,,,,,,,
4931,3265.5,,,,,,,,82.525829,,,,,,,,,,
4932,3266.0,,,,,,,,82.434691,,,,,,,,,,
4933,3266.5,,,,,,,,82.422594,,,,,,,,,,
4934,3267.0,,,,,,,,83.076812,,,,,,,,,,
4935,3267.5,,,,,,,,83.904484,,,,,,,,,,
4936,3268.0,,,,,,,,84.293372,,,,,,,,,,
4937,3268.5,,,,,,,,84.242672,,,,,,,,,,
4938,3269.0,,,,,,,,84.148393,,,,,,,,,,
4939,3269.5,,,,,,,,84.292176,,,,,,,,,,
4940,3270.0,,,,,,,,84.775799,,,,,,,,,,
4941,3270.5,,,,,,,,85.208535,,,,,,,,,,
4942,3271.0,,,,,,,,85.187369,,,,,,,,,,
4943,3271.5,,,,,,,,84.688884,,,,,,,,,,
4944,3272.0,,,,,,,,83.948798,,,,,,,,,,
4945,3272.5,,,,,,,,83.314404,,,,,,,,,,
4946,3273.0,,,,,,,,82.644225,,,,,,,,,,
4947,3273.5,,,,,,,,81.795457,,,,,,,,,,
4948,3274.0,,,,,,,,80.759358,,,,,,,,,,
4949,3274.5,,,,,,,,80.036742,,,,,,,,,,
4950,3275.0,,,,,,,,79.71411,,,,,,,,,,
4951,3275.5,,,,,,,,79.602879,,,,,,,,,,
4952,3276.0,,,,,,,,79.575927,,,,,,,,,,
4953,3276.5,,,,,,,,79.602043,,,,,,,,,,
4954,3277.0,,,,,,,,79.557873,,,,,,,,,,
4955,3277.5,,,,,,,,79.535084,,,,,,,,,,
4956,3278.0,,,,,,,,79.670926,,,,,,,,,,
4957,3278.5,,,,,,,,80.010774,,,,,,,,,,
4958,3279.0,,,,,,,,80.324498,,,,,,,,,,
4959,3279.5,,,,,,,,80.570637,,,,,,,,,,
4960,3280.0,,,,,,,,80.785984,,,,,,,,,,
4961,3280.5,,,,,,,,80.911466,,,,,,,,,,
4962,3281.0,,,,,,,,80.947533,,,,,,,,,,
4963,3281.5,,,,,,,,80.763242,,,,,,,,,,
4964,3282.0,,,,,,,,80.515863,,,,,,,,,,
4965,3282.5,,,,,,,,80.406588,,,,,,,,,,
4966,3283.0,,,,,,,,80.450785,,,,,,,,,,
4967,3283.5,,,,,,,,80.507894,,,,,,,,,,
4968,3284.0,,,,,,,,80.232715,,,,,,,,,,
4969,3284.5,,,,,,,,79.764678,,,,,,,,,,
4970,3285.0,,,,,,,,79.209138,,,,,,,,,,
4971,3285.5,,,,,,,,78.633787,,,,,,,,,,
4972,3286.0,,,,,,,,78.502433,,,,,,,,,,
4973,3286.5,,,,,,,,78.834646,,,,,,,,,,
4974,3287.0,,,,,,,,79.783334,,,,,,,,,,
4975,3287.5,,,,,,,,80.616351,,,,,,,,,,
4976,3288.0,,,,,,,,80.386506,,,,,,,,,,
4977,3288.5,,,,,,,,79.593768,,,,,,,,,,
4978,3289.0,,,,,,,,78.813485,,,,,,,,,,
4979,3289.5,,,,,,,,78.331037,,,,,,,,,,
4980,3290.0,,,,,,,,78.025345,,,,,,,,,,
4981,3290.5,,,,,,,,77.747423,,,,,,,,,,
4982,3291.0,,,,,,,,77.543011,,,,,,,,,,
4983,3291.5,,,,,,,,77.701949,,,,,,,,,,
4984,3292.0,,,,,,,,78.382661,,,,,,,,,,
4985,3292.5,,,,,,,,78.900402,,,,,,,,,,
4986,3293.0,,,,,,,,79.007918,,,,,,,,,,
4987,3293.5,,,,,,,,78.888665,,,,,,,,,,
4988,3294.0,,,,,,,,78.873663,,,,,,,,,,
4989,3294.5,,,,,,,,79.455918,,,,,,,,,,
4990,3295.0,,,,,,,,80.195177,,,,,,,,,,
4991,3295.5,,,,,,,,80.701661,,,,,,,,,,
4992,3296.0,,,,,,,,81.078168,,,,,,,,,,
4993,3296.5,,,,,,,,81.444835,,,,,,,,,,
4994,3297.0,,,,,,,,81.907194,,,,,,,,,,
4995,3297.5,,,,,,,,82.635382,,,,,,,,,,
4996,3298.0,,,,,,,,83.602248,,,,,,,,,,
4997,3298.5,,,,,,,,84.329187,,,,,,,,,,
4998,3299.0,,,,,,,,84.791846,,,,,,,,,,
4999,3299.5,,,,,,,,84.84508,,,,,,,,,,
5000,3300.0,,,,,,,,84.658569,,,,,,,,,,
5001,3300.5,,,,,,,,84.32737,,,,,,,,,,
5002,3301.0,,,,,,,,83.829398,,,,,,,,,,
5003,3301.5,,,,,,,,83.118599,,,,,,,,,,
5004,3302.0,,,,,,,,82.274231,,,,,,,,,,
5005,3302.5,,,,,,,,81.326062,,,,,,,,,,
5006,3303.0,,,,,,,,80.537887,,,,,,,,,,
5007,3303.5,,,,,,,,79.914807,,,,,,,,,,
5008,3304.0,,,,,,,,79.364195,,,,,,,,,,
5009,3304.5,,,,,,,,78.883701,,,,,,,,,,
5010,3305.0,,,,,,,,78.504969,,,,,,,,,,
5011,3305.5,,,,,,,,78.305755,,,,,,,,,,
5012,3306.0,,,,,,,,78.550797,,,,,,,,,,
5013,3306.5,,,,,,,,79.210806,,,,,,,,,,
5014,3307.0,,,,,,,,79.994031,,,,,,,,,,
5015,3307.5,,,,,,,,80.429109,,,,,,,,,,
5016,3308.0,,,,,,,,80.378698,,,,,,,,,,
5017,3308.5,,,,,,,,80.379417,,,,,,,,,,
5018,3309.0,,,,,,,,80.943403,,,,,,,,,,
5019,3309.5,,,,,,,,81.487304,,,,,,,,,,
5020,3310.0,,,,,,,,81.380418,,,,,,,,,,
5021,3310.5,,,,,,,,80.863815,,,,,,,,,,
5022,3311.0,,,,,,,,80.232551,,,,,,,,,,
5023,3311.5,,,,,,,,79.526526,,,,,,,,,,
5024,3312.0,,,,,,,,78.475675,,,,,,,,,,
5025,3312.5,,,,,,,,77.094363,,,,,,,,,,
5026,3313.0,,,,,,,,75.655381,,,,,,,,,,
5027,3313.5,,,,,,,,74.736034,,,,,,,,,,
5028,3314.0,,,,,,,,74.480482,,,,,,,,,,
5029,3314.5,,,,,,,,74.842401,,,,,,,,,,
5030,3315.0,,,,,,,,75.57268,,,,,,,,,,
5031,3315.5,,,,,,,,76.461672,,,,,,,,,,
5032,3316.0,,,,,,,,77.483429,,,,,,,,,,
5033,3316.5,,,,,,,,78.365242,,,,,,,,,,
5034,3317.0,,,,,,,,78.84981,,,,,,,,,,
5035,3317.5,,,,,,,,78.383614,,,,,,,,,,
5036,3318.0,,,,,,,,77.418962,,,,,,,,,,
5037,3318.5,,,,,,,,76.475959,,,,,,,,,,
5038,3319.0,,,,,,,,75.839994,,,,,,,,,,
5039,3319.5,,,,,,,,75.93171,,,,,,,,,,
5040,3320.0,,,,,,,,76.512471,,,,,,,,,,
5041,3320.5,,,,,,,,77.474093,,,,,,,,,,
5042,3321.0,,,,,,,,78.572331,,,,,,,,,,
5043,3321.5,,,,,,,,79.478562,,,,,,,,,,
5044,3322.0,,,,,,,,80.197258,,,,,,,,,,
5045,3322.5,,,,,,,,80.624738,,,,,,,,,,
5046,3323.0,,,,,,,,80.755841,,,,,,,,,,
5047,3323.5,,,,,,,,80.640483,,,,,,,,,,
5048,3324.0,,,,,,,,80.385151,,,,,,,,,,
5049,3324.5,,,,,,,,80.202416,,,,,,,,,,
5050,3325.0,,,,,,,,80.249638,,,,,,,,,,
5051,3325.5,,,,,,,,80.562239,,,,,,,,,,
5052,3326.0,,,,,,,,81.049926,,,,,,,,,,
5053,3326.5,,,,,,,,81.631708,,,,,,,,,,
5054,3327.0,,,,,,,,82.435618,,,,,,,,,,
5055,3327.5,,,,,,,,83.297058,,,,,,,,,,
5056,3328.0,,,,,,,,83.723227,,,,,,,,,,
5057,3328.5,,,,,,,,83.909453,,,,,,,,,,
5058,3329.0,,,,,,,,83.895308,,,,,,,,,,
5059,3329.5,,,,,,,,83.838957,,,,,,,,,,
5060,3330.0,,,,,,,,83.708944,,,,,,,,,,
5061,3330.5,,,,,,,,83.517735,,,,,,,,,,
5062,3331.0,,,,,,,,83.484946,,,,,,,,,,
5063,3331.5,,,,,,,,83.68129,,,,,,,,,,
5064,3332.0,,,,,,,,84.275128,,,,,,,,,,
5065,3332.5,,,,,,,,85.092451,,,,,,,,,,
5066,3333.0,,,,,,,,85.847318,,,,,,,,,,
5067,3333.5,,,,,,,,86.127145,,,,,,,,,,
5068,3334.0,,,,,,,,85.858866,,,,,,,,,,
5069,3334.5,,,,,,,,85.39657,,,,,,,,,,
5070,3335.0,,,,,,,,85.047595,,,,,,,,,,
5071,3335.5,,,,,,,,84.759069,,,,,,,,,,
5072,3336.0,,,,,,,,83.935427,,,,,,,,,,
5073,3336.5,,,,,,,,82.443571,,,,,,,,,,
5074,3337.0,,,,,,,,80.601445,,,,,,,,,,
5075,3337.5,,,,,,,,78.593819,,,,,,,,,,
5076,3338.0,,,,,,,,76.745044,,,,,,,,,,
5077,3338.5,,,,,,,,75.190818,,,,,,,,,,
5078,3339.0,,,,,,,,74.232163,,,,,,,,,,
5079,3339.5,,,,,,,,74.277159,,,,,,,,,,
5080,3340.0,,,,,,,,74.764992,,,,,,,,,,
5081,3340.5,,,,,,,,75.705476,,,,,,,,,,
5082,3341.0,,,,,,,,76.66214,,,,,,,,,,
5083,3341.5,,,,,,,,77.344682,,,,,,,,,,
5084,3342.0,,,,,,,,77.729851,,,,,,,,,,
5085,3342.5,,,,,,,,77.905484,,,,,,,,,,
5086,3343.0,,,,,,,,78.128525,,,,,,,,,,
5087,3343.5,,,,,,,,78.398519,,,,,,,,,,
5088,3344.0,,,,,,,,78.654237,,,,,,,,,,
5089,3344.5,,,,,,,,78.846259,,,,,,,,,,
5090,3345.0,,,,,,,,79.124413,,,,,,,,,,
5091,3345.5,,,,,,,,79.605489,,,,,,,,,,
5092,3346.0,,,,,,,,80.182995,,,,,,,,,,
5093,3346.5,,,,,,,,80.620404,,,,,,,,,,
5094,3347.0,,,,,,,,80.640536,,,,,,,,,,
5095,3347.5,,,,,,,,80.415273,,,,,,,,,,
5096,3348.0,,,,,,,,80.135571,,,,,,,,,,
5097,3348.5,,,,,,,,80.015829,,,,,,,,,,
5098,3349.0,,,,,,,,79.992579,,,,,,,,,,
5099,3349.5,,,,,,,,79.906656,,,,,,,,,,
5100,3350.0,,,,,,,,79.925256,,,,,,,,,,
5101,3350.5,,,,,,,,80.01535,,,,,,,,,,
5102,3351.0,,,,,,,,80.358142,,,,,,,,,,
5103,3351.5,,,,,,,,80.838245,,,,,,,,,,
5104,3352.0,,,,,,,,81.317848,,,,,,,,,,
5105,3352.5,,,,,,,,81.953308,,,,,,,,,,
5106,3353.0,,,,,,,,82.875041,,,,,,,,,,
5107,3353.5,,,,,,,,83.818475,,,,,,,,,,
