,DEPT,GRGC,NPRL,DEN,FE,DDLLDS,DSLLDS,SPCGds,DTC,"Sample
No.",PERM,Comments,PhiDSS,PhieN,PhiAvgSS,VCLGR,VCLND,ResRatio,ResRatio2
4182,2891.0,,,,,,,,93.737419,,,,,,,,,,
4183,2891.5,,,,,,,,93.999179,,,,,,,,,,
4184,2892.0,,,,,,,,94.069939,,,,,,,,,,
4185,2892.5,,,,,,,,93.987944,,,,,,,,,,
4186,2893.0,,,,,,,,93.886193,,,,,,,,,,
4187,2893.5,,,,,,,,93.888602,,,,,,,,,,
4188,2894.0,,,,,,,,94.191253,,,,,,,,,,
4189,2894.5,,,,,,,,94.646829,,,,,,,,,,
4190,2895.0,,,,,,,,95.105463,,,,,,,,,,
4191,2895.5,,,,,,,,95.481293,,,,,,,,,,
4192,2896.0,,,,,,,,95.612658,,,,,,,,,,
4193,2896.5,,,,,,,,95.555611,,,,,,,,,,
4194,2897.0,,,,,,,,95.338356,,,,,,,,,,
4195,2897.5,,,,,,,,94.949562,,,,,,,,,,
4196,2898.0,,,,,,,,94.285762,,,,,,,,,,
4197,2898.5,,,,,,,,93.126365,,,,,,,,,,
4198,2899.0,,,,,,,,91.5254,,,,,,,,,,
4199,2899.5,,,,,,,,89.710225,,,,,,,,,,
4200,2900.0,,,,,,,,87.866942,,,,,,,,,,
4201,2900.5,,,,,,,,86.260338,,,,,,,,,,
4202,2901.0,,,,,,,,85.107119,,,,,,,,,,
4203,2901.5,,,,,,,,84.859469,,,,,,,,,,
4204,2902.0,,,,,,,,84.992346,,,,,,,,,,
4205,2902.5,,,,,,,,85.170062,,,,,,,,,,
4206,2903.0,,,,,,,,85.192912,,,,,,,,,,
4207,2903.5,,,,,,,,85.16558,,,,,,,,,,
4208,2904.0,,,,,,,,85.209136,,,,,,,,,,
4209,2904.5,,,,,,,,85.155393,,,,,,,,,,
4210,2905.0,,,,,,,,84.983498,,,,,,,,,,
4211,2905.5,,,,,,,,84.875822,,,,,,,,,,
4212,2906.0,,,,,,,,84.923498,,,,,,,,,,
4213,2906.5,,,,,,,,85.131902,,,,,,,,,,
4214,2907.0,,,,,,,,85.383134,,,,,,,,,,
4215,2907.5,,,,,,,,85.537911,,,,,,,,,,
4216,2908.0,,,,,,,,85.605318,,,,,,,,,,
4217,2908.5,,,,,,,,85.621188,,,,,,,,,,
4218,2909.0,,,,,,,,85.583823,,,,,,,,,,
4219,2909.5,,,,,,,,85.537613,,,,,,,,,,
4220,2910.0,,,,,,,,85.535923,,,,,,,,,,
4221,2910.5,,,,,,,,85.561223,,,,,,,,,,
4222,2911.0,,,,,,,,85.591984,,,,,,,,,,
4223,2911.5,,,,,,,,85.617925,,,,,,,,,,
4224,2912.0,,,,,,,,85.514378,,,,,,,,,,
4225,2912.5,,,,,,,,85.297009,,,,,,,,,,
4226,2913.0,,,,,,,,85.005221,,,,,,,,,,
4227,2913.5,,,,,,,,84.72525,,,,,,,,,,
4228,2914.0,,,,,,,,84.653412,,,,,,,,,,
4229,2914.5,,,,,,,,84.653958,,,,,,,,,,
4230,2915.0,,,,,,,,84.617828,,,,,,,,,,
4231,2915.5,,,,,,,,84.529133,,,,,,,,,,
4232,2916.0,,,,,,,,84.386253,,,,,,,,,,
4233,2916.5,,,,,,,,84.325403,,,,,,,,,,
4234,2917.0,,,,,,,,84.483735,,,,,,,,,,
4235,2917.5,,,,,,,,84.772352,,,,,,,,,,
4236,2918.0,,,,,,,,85.056487,,,,,,,,,,
4237,2918.5,,,,,,,,85.202273,,,,,,,,,,
4238,2919.0,,,,,,,,85.26162,,,,,,,,,,
4239,2919.5,,,,,,,,85.288664,,,,,,,,,,
4240,2920.0,,,,,,,,85.43827,,,,,,,,,,
4241,2920.5,,,,,,,,85.764078,,,,,,,,,,
4242,2921.0,,,,,,,,86.114301,,,,,,,,,,
4243,2921.5,,,,,,,,86.470439,,,,,,,,,,
4244,2922.0,,,,,,,,86.775157,,,,,,,,,,
4245,2922.5,,,,,,,,87.209162,,,,,,,,,,
4246,2923.0,,,,,,,,87.756045,,,,,,,,,,
4247,2923.5,,,,,,,,88.359023,,,,,,,,,,
4248,2924.0,,,,,,,,88.944758,,,,,,,,,,
4249,2924.5,,,,,,,,89.423279,,,,,,,,,,
4250,2925.0,,,,,,,,89.75988,,,,,,,,,,
4251,2925.5,,,,,,,,89.854967,,,,,,,,,,
4252,2926.0,,,,,,,,89.75853,,,,,,,,,,
4253,2926.5,,,,,,,,89.365967,,,,,,,,,,
4254,2927.0,,,,,,,,88.761896,,,,,,,,,,
4255,2927.5,,,,,,,,87.976146,,,,,,,,,,
4256,2928.0,,,,,,,,87.267108,,,,,,,,,,
4257,2928.5,,,,,,,,86.844173,,,,,,,,,,
4258,2929.0,,,,,,,,86.860987,,,,,,,,,,
4259,2929.5,,,,,,,,87.212561,,,,,,,,,,
4260,2930.0,,,,,,,,87.540922,,,,,,,,,,
4261,2930.5,,,,,,,,87.636514,,,,,,,,,,
4262,2931.0,,,,,,,,87.45838,,,,,,,,,,
4263,2931.5,,,,,,,,87.096322,,,,,,,,,,
4264,2932.0,,,,,,,,86.52043,,,,,,,,,,
4265,2932.5,,,,,,,,85.995245,,,,,,,,,,
4266,2933.0,,,,,,,,85.648675,,,,,,,,,,
4267,2933.5,,,,,,,,85.600341,,,,,,,,,,
4268,2934.0,,,,,,,,86.041436,,,,,,,,,,
4269,2934.5,,,,,,,,86.576882,,,,,,,,,,
4270,2935.0,,,,,,,,87.046176,,,,,,,,,,
4271,2935.5,,,,,,,,87.478847,,,,,,,,,,
4272,2936.0,,,,,,,,87.806485,,,,,,,,,,
4273,2936.5,,,,,,,,87.911396,,,,,,,,,,
4274,2937.0,,,,,,,,87.453836,,,,,,,,,,
4275,2937.5,,,,,,,,86.360605,,,,,,,,,,
4276,2938.0,,,,,,,,85.155204,,,,,,,,,,
4277,2938.5,,,,,,,,84.171503,,,,,,,,,,
4278,2939.0,,,,,,,,83.348015,,,,,,,,,,
4279,2939.5,,,,,,,,82.893101,,,,,,,,,,
4280,2940.0,,,,,,,,82.792686,,,,,,,,,,
4281,2940.5,,,,,,,,83.314775,,,,,,,,,,
4282,2941.0,,,,,,,,84.202644,,,,,,,,,,
4283,2941.5,,,,,,,,84.836703,,,,,,,,,,
4284,2942.0,,,,,,,,85.094719,,,,,,,,,,
4285,2942.5,,,,,,,,85.013477,,,,,,,,,,
4286,2943.0,,,,,,,,84.866884,,,,,,,,,,
4287,2943.5,,,,,,,,85.065825,,,,,,,,,,
4288,2944.0,,,,,,,,85.473097,,,,,,,,,,
4289,2944.5,,,,,,,,85.87664,,,,,,,,,,
4290,2945.0,,,,,,,,86.206597,,,,,,,,,,
4291,2945.5,,,,,,,,86.347379,,,,,,,,,,
4292,2946.0,,,,,,,,86.412551,,,,,,,,,,
4293,2946.5,,,,,,,,86.496175,,,,,,,,,,
4294,2947.0,,,,,,,,86.591082,,,,,,,,,,
4295,2947.5,,,,,,,,86.666811,,,,,,,,,,
4296,2948.0,,,,,,,,86.739242,,,,,,,,,,
4297,2948.5,,,,,,,,86.815832,,,,,,,,,,
4298,2949.0,,,,,,,,86.875395,,,,,,,,,,
4299,2949.5,,,,,,,,86.765103,,,,,,,,,,
4300,2950.0,,,,,,,,86.23891,,,,,,,,,,
4301,2950.5,,,,,,,,85.451093,,,,,,,,,,
4302,2951.0,,,,,,,,84.634884,,,,,,,,,,
4303,2951.5,,,,,,,,84.046225,,,,,,,,,,
4304,2952.0,,,,,,,,83.936892,,,,,,,,,,
4305,2952.5,,,,,,,,83.986857,,,,,,,,,,
4306,2953.0,,,,,,,,84.274549,,,,,,,,,,
4307,2953.5,,,,,,,,84.693629,,,,,,,,,,
4308,2954.0,,,,,,,,85.14588,,,,,,,,,,
4309,2954.5,,,,,,,,85.567204,,,,,,,,,,
4310,2955.0,,,,,,,,85.972453,,,,,,,,,,
4311,2955.5,,,,,,,,86.348549,,,,,,,,,,
4312,2956.0,,,,,,,,86.696966,,,,,,,,,,
4313,2956.5,,,,,,,,86.930351,,,,,,,,,,
4314,2957.0,,,,,,,,86.914917,,,,,,,,,,
4315,2957.5,,,,,,,,86.732123,,,,,,,,,,
4316,2958.0,,,,,,,,86.212464,,,,,,,,,,
4317,2958.5,,,,,,,,85.592141,,,,,,,,,,
4318,2959.0,,,,,,,,85.144186,,,,,,,,,,
4319,2959.5,,,,,,,,85.094764,,,,,,,,,,
4320,2960.0,,,,,,,,85.390862,,,,,,,,,,
4321,2960.5,,,,,,,,85.722699,,,,,,,,,,
4322,2961.0,,,,,,,,85.844558,,,,,,,,,,
4323,2961.5,,,,,,,,85.726429,,,,,,,,,,
4324,2962.0,,,,,,,,85.656426,,,,,,,,,,
4325,2962.5,,,,,,,,85.762223,,,,,,,,,,
4326,2963.0,,,,,,,,85.978944,,,,,,,,,,
4327,2963.5,,,,,,,,86.163724,,,,,,,,,,
4328,2964.0,,,,,,,,86.280281,,,,,,,,,,
4329,2964.5,,,,,,,,86.363859,,,,,,,,,,
4330,2965.0,,,,,,,,86.412881,,,,,,,,,,
4331,2965.5,,,,,,,,86.327143,,,,,,,,,,
4332,2966.0,,,,,,,,86.181003,,,,,,,,,,
4333,2966.5,,,,,,,,86.012814,,,,,,,,,,
4334,2967.0,,,,,,,,85.840154,,,,,,,,,,
4335,2967.5,,,,,,,,85.639068,,,,,,,,,,
4336,2968.0,,,,,,,,85.389765,,,,,,,,,,
4337,2968.5,,,,,,,,85.176101,,,,,,,,,,
4338,2969.0,,,,,,,,85.082425,,,,,,,,,,
4339,2969.5,,,,,,,,85.129532,,,,,,,,,,
4340,2970.0,,,,,,,,85.440559,,,,,,,,,,
4341,2970.5,,,,,,,,86.084637,,,,,,,,,,
4342,2971.0,,,,,,,,86.912526,,,,,,,,,,
4343,2971.5,,,,,,,,87.656398,,,,,,,,,,
4344,2972.0,,,,,,,,88.00631,,,,,,,,,,
4345,2972.5,,,,,,,,88.086102,,,,,,,,,,
4346,2973.0,,,,,,,,88.039181,,,,,,,,,,
4347,2973.5,,,,,,,,87.966364,,,,,,,,,,
4348,2974.0,,,,,,,,87.880808,,,,,,,,,,
4349,2974.5,,,,,,,,87.801328,,,,,,,,,,
4350,2975.0,,,,,,,,87.738947,,,,,,,,,,
4351,2975.5,,,,,,,,87.696148,,,,,,,,,,
4352,2976.0,,,,,,,,87.672484,,,,,,,,,,
4353,2976.5,,,,,,,,87.657771,,,,,,,,,,
4354,2977.0,,,,,,,,87.658191,,,,,,,,,,
4355,2977.5,,,,,,,,87.673215,,,,,,,,,,
4356,2978.0,,,,,,,,87.723774,,,,,,,,,,
4357,2978.5,,,,,,,,87.805351,,,,,,,,,,
4358,2979.0,,,,,,,,87.92501,,,,,,,,,,
4359,2979.5,,,,,,,,88.07739,,,,,,,,,,
4360,2980.0,,,,,,,,88.258376,,,,,,,,,,
4361,2980.5,,,,,,,,88.484996,,,,,,,,,,
4362,2981.0,,,,,,,,88.784107,,,,,,,,,,
4363,2981.5,,,,,,,,89.173409,,,,,,,,,,
4364,2982.0,,,,,,,,89.615774,,,,,,,,,,
4365,2982.5,,,,,,,,90.052466,,,,,,,,,,
4366,2983.0,,,,,,,,90.445961,,,,,,,,,,
4367,2983.5,,,,,,,,90.754473,,,,,,,,,,
4368,2984.0,,,,,,,,90.97215,,,,,,,,,,
4369,2984.5,,,,,,,,91.009581,,,,,,,,,,
4370,2985.0,,,,,,,,90.908322,,,,,,,,,,
4371,2985.5,,,,,,,,90.673537,,,,,,,,,,
4372,2986.0,,,,,,,,90.433028,,,,,,,,,,
4373,2986.5,,,,,,,,90.237266,,,,,,,,,,
4374,2987.0,,,,,,,,90.072694,,,,,,,,,,
4375,2987.5,,,,,,,,89.939911,,,,,,,,,,
4376,2988.0,,,,,,,,89.831511,,,,,,,,,,
4377,2988.5,,,,,,,,89.76337,,,,,,,,,,
4378,2989.0,,,,,,,,89.736298,,,,,,,,,,
4379,2989.5,,,,,,,,89.729303,,,,,,,,,,
4380,2990.0,,,,,,,,89.725876,,,,,,,,,,
4381,2990.5,,,,,,,,89.730019,,,,,,,,,,
4382,2991.0,,,,,,,,89.738285,,,,,,,,,,
4383,2991.5,,,,,,,,89.742619,,,,,,,,,,
4384,2992.0,,,,,,,,89.699435,,,,,,,,,,
4385,2992.5,,,,,,,,89.593066,,,,,,,,,,
4386,2993.0,,,,,,,,89.426929,,,,,,,,,,
4387,2993.5,,,,,,,,89.252783,,,,,,,,,,
4388,2994.0,,,,,,,,89.121561,,,,,,,,,,
4389,2994.5,,,,,,,,89.048547,,,,,,,,,,
4390,2995.0,,,,,,,,89.087728,,,,,,,,,,
4391,2995.5,,,,,,,,89.227974,,,,,,,,,,
4392,2996.0,,,,,,,,89.510118,,,,,,,,,,
4393,2996.5,,,,,,,,89.866612,,,,,,,,,,
4394,2997.0,,,,,,,,90.265685,,,,,,,,,,
4395,2997.5,,,,,,,,90.660697,,,,,,,,,,
4396,2998.0,,,,,,,,91.037651,,,,,,,,,,
4397,2998.5,,,,,,,,91.377285,,,,,,,,,,
4398,2999.0,,,,,,,,91.670363,,,,,,,,,,
4399,2999.5,,,,,,,,91.91757,,,,,,,,,,
4400,3000.0,,,,,,,,92.138014,,,,,,,,,,
4401,3000.5,,,,,,,,92.405485,,,,,,,,,,
4402,3001.0,,,,,,,,92.765147,,,,,,,,,,
4403,3001.5,,,,,,,,93.185263,,,,,,,,,,
4404,3002.0,,,,,,,,93.365427,,,,,,,,,,
4405,3002.5,,,,,,,,93.016514,,,,,,,,,,
4406,3003.0,,,,,,,,92.361835,,,,,,,,,,
4407,3003.5,,,,,,,,91.696666,,,,,,,,,,
4408,3004.0,,,,,,,,91.28717,,,,,,,,,,
4409,3004.5,,,,,,,,91.072418,,,,,,,,,,
4410,3005.0,,,,,,,,90.760495,,,,,,,,,,
4411,3005.5,,,,,,,,90.286335,,,,,,,,,,
4412,3006.0,,,,,,,,89.725915,,,,,,,,,,
4413,3006.5,,,,,,,,89.162959,,,,,,,,,,
4414,3007.0,,,,,,,,88.703485,,,,,,,,,,
4415,3007.5,,,,,,,,88.408723,,,,,,,,,,
4416,3008.0,,,,,,,,88.216051,,,,,,,,,,
4417,3008.5,,,,,,,,88.053154,,,,,,,,,,
4418,3009.0,,,,,,,,87.861244,,,,,,,,,,
4419,3009.5,,,,,,,,87.584034,,,,,,,,,,
4420,3010.0,,,,,,,,87.196843,,,,,,,,,,
4421,3010.5,,,,,,,,86.902768,,,,,,,,,,
4422,3011.0,,,,,,,,86.880662,,,,,,,,,,
4423,3011.5,,,,,,,,87.171185,,,,,,,,,,
4424,3012.0,,,,,,,,87.601812,,,,,,,,,,
4425,3012.5,,,,,,,,87.930104,,,,,,,,,,
4426,3013.0,,,,,,,,88.116367,,,,,,,,,,
4427,3013.5,,,,,,,,88.246633,,,,,,,,,,
4428,3014.0,,,,,,,,88.328205,,,,,,,,,,
4429,3014.5,,,,,,,,88.387328,,,,,,,,,,
4430,3015.0,,,,,,,,88.396133,,,,,,,,,,
4431,3015.5,,,,,,,,88.343053,,,,,,,,,,
4432,3016.0,,,,,,,,88.239448,,,,,,,,,,
4433,3016.5,,,,,,,,88.120617,,,,,,,,,,
4434,3017.0,,,,,,,,87.879264,,,,,,,,,,
4435,3017.5,,,,,,,,87.602375,,,,,,,,,,
4436,3018.0,,,,,,,,87.444621,,,,,,,,,,
4437,3018.5,,,,,,,,87.347591,,,,,,,,,,
4438,3019.0,,,,,,,,87.267292,,,,,,,,,,
4439,3019.5,,,,,,,,87.135321,,,,,,,,,,
4440,3020.0,,,,,,,,86.970589,,,,,,,,,,
4441,3020.5,,,,,,,,86.750077,,,,,,,,,,
4442,3021.0,,,,,,,,86.411145,,,,,,,,,,
4443,3021.5,,,,,,,,86.094275,,,,,,,,,,
4444,3022.0,,,,,,,,85.967396,,,,,,,,,,
4445,3022.5,,,,,,,,85.988753,,,,,,,,,,
4446,3023.0,,,,,,,,85.937083,,,,,,,,,,
4447,3023.5,,,,,,,,85.778207,,,,,,,,,,
4448,3024.0,,,,,,,,85.668422,,,,,,,,,,
4449,3024.5,,,,,,,,85.636261,,,,,,,,,,
4450,3025.0,,,,,,,,85.660963,,,,,,,,,,
4451,3025.5,,,,,,,,85.644796,,,,,,,,,,
4452,3026.0,,,,,,,,85.613546,,,,,,,,,,
4453,3026.5,,,,,,,,85.711355,,,,,,,,,,
4454,3027.0,,,,,,,,85.856513,,,,,,,,,,
4455,3027.5,,,,,,,,85.940869,,,,,,,,,,
4456,3028.0,,,,,,,,85.902031,,,,,,,,,,
4457,3028.5,,,,,,,,85.794431,,,,,,,,,,
4458,3029.0,,,,,,,,85.678564,,,,,,,,,,
4459,3029.5,,,,,,,,85.635764,,,,,,,,,,
4460,3030.0,,,,,,,,85.690427,,,,,,,,,,
4461,3030.5,,,,,,,,85.877167,,,,,,,,,,
4462,3031.0,,,,,,,,86.131543,,,,,,,,,,
4463,3031.5,,,,,,,,86.308896,,,,,,,,,,
4464,3032.0,,,,,,,,86.393844,,,,,,,,,,
4465,3032.5,,,,,,,,86.452872,,,,,,,,,,
4466,3033.0,,,,,,,,86.43961,,,,,,,,,,
4467,3033.5,,,,,,,,86.379465,,,,,,,,,,
4468,3034.0,,,,,,,,86.410003,,,,,,,,,,
4469,3034.5,,,,,,,,86.606878,,,,,,,,,,
4470,3035.0,,,,,,,,86.996274,,,,,,,,,,
4471,3035.5,,,,,,,,87.364665,,,,,,,,,,
4472,3036.0,,,,,,,,87.482792,,,,,,,,,,
4473,3036.5,,,,,,,,87.311056,,,,,,,,,,
4474,3037.0,,,,,,,,86.89055,,,,,,,,,,
4475,3037.5,,,,,,,,86.599213,,,,,,,,,,
4476,3038.0,,,,,,,,86.968414,,,,,,,,,,
4477,3038.5,,,,,,,,87.616871,,,,,,,,,,
4478,3039.0,,,,,,,,88.054711,,,,,,,,,,
4479,3039.5,,,,,,,,88.149431,,,,,,,,,,
4480,3040.0,,,,,,,,87.980511,,,,,,,,,,
4481,3040.5,,,,,,,,87.943342,,,,,,,,,,
4482,3041.0,,,,,,,,88.012535,,,,,,,,,,
4483,3041.5,,,,,,,,88.064892,,,,,,,,,,
4484,3042.0,,,,,,,,88.098872,,,,,,,,,,
4485,3042.5,,,,,,,,88.130367,,,,,,,,,,
4486,3043.0,,,,,,,,88.159891,,,,,,,,,,
4487,3043.5,,,,,,,,88.206921,,,,,,,,,,
4488,3044.0,,,,,,,,88.2027,,,,,,,,,,
4489,3044.5,,,,,,,,88.014696,,,,,,,,,,
4490,3045.0,,,,,,,,87.617072,,,,,,,,,,
4491,3045.5,,,,,,,,87.028311,,,,,,,,,,
4492,3046.0,,,,,,,,86.199705,,,,,,,,,,
4493,3046.5,,,,,,,,84.729991,,,,,,,,,,
4494,3047.0,,,,,,,,82.744061,,,,,,,,,,
4495,3047.5,,,,,,,,80.28058,,,,,,,,,,
4496,3048.0,,,,,,,,77.968417,,,,,,,,,,
4497,3048.5,,,,,,,,76.336334,,,,,,,,,,
4498,3049.0,,,,,,,,75.362886,,,,,,,,,,
4499,3049.5,,,,,,,,75.659653,,,,,,,,,,
4500,3050.0,,,,,,,,76.657028,,,,,,,,,,
4501,3050.5,,,,,,,,78.334257,,,,,,,,,,
4502,3051.0,,,,,,,,79.970507,,,,,,,,,,
4503,3051.5,,,,,,,,81.334991,,,,,,,,,,
4504,3052.0,,,,,,,,82.597056,,,,,,,,,,
4505,3052.5,,,,,,,,83.59826,,,,,,,,,,
4506,3053.0,,,,,,,,84.318247,,,,,,,,,,
4507,3053.5,,,,,,,,84.643018,,,,,,,,,,
4508,3054.0,,,,,,,,84.761111,,,,,,,,,,
4509,3054.5,,,,,,,,84.823984,,,,,,,,,,
4510,3055.0,,,,,,,,84.813138,,,,,,,,,,
4511,3055.5,,,,,,,,84.788554,,,,,,,,,,
4512,3056.0,,,,,,,,84.785768,,,,,,,,,,
4513,3056.5,,,,,,,,84.803375,,,,,,,,,,
4514,3057.0,,,,,,,,84.813985,,,,,,,,,,
4515,3057.5,,,,,,,,84.792924,,,,,,,,,,
4516,3058.0,,,,,,,,84.722633,,,,,,,,,,
4517,3058.5,,,,,,,,84.61459,,,,,,,,,,
4518,3059.0,,,,,,,,84.46884,,,,,,,,,,
4519,3059.5,,,,,,,,84.292722,,,,,,,,,,
4520,3060.0,,,,,,,,84.03103,,,,,,,,,,
4521,3060.5,,,,,,,,83.734448,,,,,,,,,,
4522,3061.0,,,,,,,,83.426027,,,,,,,,,,
4523,3061.5,,,,,,,,83.176935,,,,,,,,,,
4524,3062.0,,,,,,,,83.17157,,,,,,,,,,
4525,3062.5,,,,,,,,83.318551,,,,,,,,,,
4526,3063.0,,,,,,,,83.581554,,,,,,,,,,
4527,3063.5,,,,,,,,83.806426,,,,,,,,,,
4528,3064.0,,,,,,,,83.866441,,,,,,,,,,
4529,3064.5,,,,,,,,83.789629,,,,,,,,,,
4530,3065.0,,,,,,,,83.591236,,,,,,,,,,
4531,3065.5,,,,,,,,83.282909,,,,,,,,,,
4532,3066.0,,,,,,,,82.901763,,,,,,,,,,
4533,3066.5,,,,,,,,82.393137,,,,,,,,,,
4534,3067.0,,,,,,,,81.717731,,,,,,,,,,
4535,3067.5,,,,,,,,80.614394,,,,,,,,,,
4536,3068.0,,,,,,,,79.274507,,,,,,,,,,
4537,3068.5,,,,,,,,78.167229,,,,,,,,,,
4538,3069.0,,,,,,,,77.636781,,,,,,,,,,
4539,3069.5,,,,,,,,78.017469,,,,,,,,,,
4540,3070.0,,,,,,,,78.685771,,,,,,,,,,
4541,3070.5,,,,,,,,79.491871,,,,,,,,,,
4542,3071.0,,,,,,,,80.368251,,,,,,,,,,
4543,3071.5,,,,,,,,81.550929,,,,,,,,,,
4544,3072.0,,,,,,,,82.875817,,,,,,,,,,
4545,3072.5,,,,,,,,84.020207,,,,,,,,,,
4546,3073.0,,,,,,,,84.746168,,,,,,,,,,
4547,3073.5,,,,,,,,84.846264,,,,,,,,,,
4548,3074.0,,,,,,,,84.649197,,,,,,,,,,
4549,3074.5,,,,,,,,84.457093,,,,,,,,,,
4550,3075.0,,,,,,,,84.639977,,,,,,,,,,
4551,3075.5,,,,,,,,85.221331,,,,,,,,,,
4552,3076.0,,,,,,,,86.052961,,,,,,,,,,
4553,3076.5,,,,,,,,86.811141,,,,,,,,,,
4554,3077.0,,,,,,,,87.11069,,,,,,,,,,
4555,3077.5,,,,,,,,87.099658,,,,,,,,,,
4556,3078.0,,,,,,,,86.903257,,,,,,,,,,
4557,3078.5,,,,,,,,86.854916,,,,,,,,,,
4558,3079.0,,,,,,,,87.133944,,,,,,,,,,
4559,3079.5,,,,,,,,87.587042,,,,,,,,,,
4560,3080.0,,,,,,,,87.794682,,,,,,,,,,
4561,3080.5,,,,,,,,87.715986,,,,,,,,,,
4562,3081.0,,,,,,,,87.674166,,,,,,,,,,
4563,3081.5,,,,,,,,87.801289,,,,,,,,,,
4564,3082.0,,,,,,,,88.258174,,,,,,,,,,
4565,3082.5,,,,,,,,88.697849,,,,,,,,,,
4566,3083.0,,,,,,,,88.795031,,,,,,,,,,
4567,3083.5,,,,,,,,88.711834,,,,,,,,,,
4568,3084.0,,,,,,,,88.472869,,,,,,,,,,
4569,3084.5,,,,,,,,88.115407,,,,,,,,,,
4570,3085.0,,,,,,,,87.730279,,,,,,,,,,
4571,3085.5,,,,,,,,87.373271,,,,,,,,,,
4572,3086.0,,,,,,,,87.028349,,,,,,,,,,
4573,3086.5,,,,,,,,86.537985,,,,,,,,,,
4574,3087.0,,,,,,,,85.837513,,,,,,,,,,
4575,3087.5,,,,,,,,85.00443,,,,,,,,,,
4576,3088.0,,,,,,,,84.130471,,,,,,,,,,
4577,3088.5,,,,,,,,83.126408,,,,,,,,,,
4578,3089.0,,,,,,,,81.899309,,,,,,,,,,
4579,3089.5,,,,,,,,80.624588,,,,,,,,,,
4580,3090.0,,,,,,,,79.566329,,,,,,,,,,
4581,3090.5,,,,,,,,79.09008,,,,,,,,,,
4582,3091.0,,,,,,,,79.128099,,,,,,,,,,
4583,3091.5,,,,,,,,79.760084,,,,,,,,,,
4584,3092.0,,,,,,,,80.517401,,,,,,,,,,
4585,3092.5,,,,,,,,81.063097,,,,,,,,,,
4586,3093.0,,,,,,,,81.222522,,,,,,,,,,
4587,3093.5,,,,,,,,81.366209,,,,,,,,,,
4588,3094.0,,,,,,,,81.75063,,,,,,,,,,
4589,3094.5,,,,,,,,82.206046,,,,,,,,,,
4590,3095.0,,,,,,,,82.500771,,,,,,,,,,
4591,3095.5,,,,,,,,82.461129,,,,,,,,,,
4592,3096.0,,,,,,,,82.451222,,,,,,,,,,
4593,3096.5,,,,,,,,82.709007,,,,,,,,,,
4594,3097.0,,,,,,,,83.087156,,,,,,,,,,
4595,3097.5,,,,,,,,83.310477,,,,,,,,,,
4596,3098.0,,,,,,,,83.26445,,,,,,,,,,
4597,3098.5,,,,,,,,83.111755,,,,,,,,,,
4598,3099.0,,,,,,,,83.033775,,,,,,,,,,
4599,3099.5,,,,,,,,83.113149,,,,,,,,,,
4600,3100.0,,,,,,,,83.242433,,,,,,,,,,
4601,3100.5,,,,,,,,83.185382,,,,,,,,,,
4602,3101.0,,,,,,,,82.579356,,,,,,,,,,
4603,3101.5,,,,,,,,81.588314,,,,,,,,,,
4604,3102.0,,,,,,,,80.295373,,,,,,,,,,
4605,3102.5,,,,,,,,79.253893,,,,,,,,,,
4606,3103.0,,,,,,,,78.990254,,,,,,,,,,
4607,3103.5,,,,,,,,79.208615,,,,,,,,,,
4608,3104.0,,,,,,,,79.518592,,,,,,,,,,
4609,3104.5,,,,,,,,79.526165,,,,,,,,,,
4610,3105.0,,,,,,,,79.585418,,,,,,,,,,
4611,3105.5,,,,,,,,79.982964,,,,,,,,,,
4612,3106.0,,,,,,,,80.509188,,,,,,,,,,
4613,3106.5,,,,,,,,80.760821,,,,,,,,,,
4614,3107.0,,,,,,,,80.63897,,,,,,,,,,
4615,3107.5,,,,,,,,80.59041,,,,,,,,,,
4616,3108.0,,,,,,,,80.761956,,,,,,,,,,
4617,3108.5,,,,,,,,81.419777,,,,,,,,,,
4618,3109.0,,,,,,,,82.342229,,,,,,,,,,
4619,3109.5,,,,,,,,82.701124,,,,,,,,,,
4620,3110.0,,,,,,,,82.490591,,,,,,,,,,
4621,3110.5,,,,,,,,81.660566,,,,,,,,,,
4622,3111.0,,,,,,,,80.997583,,,,,,,,,,
4623,3111.5,,,,,,,,80.695205,,,,,,,,,,
4624,3112.0,,,,,,,,80.322466,,,,,,,,,,
4625,3112.5,,,,,,,,79.792522,,,,,,,,,,
4626,3113.0,,,,,,,,79.279334,,,,,,,,,,
4627,3113.5,,,,,,,,79.293785,,,,,,,,,,
4628,3114.0,,,,,,,,79.538671,,,,,,,,,,
4629,3114.5,,,,,,,,79.718049,,,,,,,,,,
4630,3115.0,,,,,,,,79.977665,,,,,,,,,,
4631,3115.5,,,,,,,,80.523608,,,,,,,,,,
4632,3116.0,,,,,,,,81.259424,,,,,,,,,,
4633,3116.5,,,,,,,,82.304724,,,,,,,,,,
4634,3117.0,,,,,,,,83.412459,,,,,,,,,,
4635,3117.5,,,,,,,,84.037765,,,,,,,,,,
4636,3118.0,,,,,,,,84.095391,,,,,,,,,,
4637,3118.5,,,,,,,,83.935451,,,,,,,,,,
4638,3119.0,,,,,,,,83.669764,,,,,,,,,,
4639,3119.5,,,,,,,,83.348744,,,,,,,,,,
4640,3120.0,,,,,,,,82.783731,,,,,,,,,,
4641,3120.5,,,,,,,,82.384695,,,,,,,,,,
4642,3121.0,,,,,,,,82.739648,,,,,,,,,,
4643,3121.5,,,,,,,,83.357122,,,,,,,,,,
4644,3122.0,,,,,,,,83.727172,,,,,,,,,,
