DEPTH,CALI,CPERM,CPOR,Density,Facies,GR,Neutron,PEF,Perm,PHIE,RESD,RESM,RESS,Sonic,SP,SW,VShale,Lithology
2530,8.76,,,2.61,0,123.8,0.25,3.31,0,0.05,12.34,14.33,10.92,84.75,551.5,0.99,0.58,0
2530.5,8.8,,,2.63,0,125.59,0.26,3.53,0,0.04,12.21,13.92,9.62,85.24,551.9,0.99,0.6,0
2531,8.82,,,2.64,0,123.67,0.26,3.64,0,0.04,11.94,13.33,9.52,85.87,552.05,0.99,0.63,0
2531.5,8.84,,,2.63,0,121.39,0.27,3.79,0,0.04,11.44,12.5,9.74,86.09,551.89,0.99,0.64,0
2532,8.88,,,2.59,0,122.54,0.29,3.66,0,0.06,10.95,11.75,9.89,85.63,551.37,0.99,0.62,0
2532.5,8.88,,,2.58,0,126.85,0.36,3.5,0,0.07,10.55,11.17,14.08,85.08,550.95,0.99,0.78,0
2533,8.88,,,2.62,0,130.49,0.41,3.47,0,0.05,10.34,10.84,12.07,85.32,550.92,0.99,0.82,0
2533.5,8.86,,,2.64,0,130.75,0.34,3.26,0,0.04,10.36,10.8,8.84,86.51,551.22,0.99,0.8,0
2534,8.89,,,2.61,0,130.51,0.33,3.25,0,0.05,10.53,10.96,8.8,88.03,551.57,0.99,0.74,0
2534.5,8.9,,,2.59,0,132.96,0.37,3.25,0,0.06,10.75,11.17,9.62,89.11,551.37,0.99,0.82,0
2535,8.91,,,2.6,0,134.67,0.39,3.27,0,0.06,11.01,11.4,9.61,89.47,550.51,0.99,0.85,0
2535.5,8.94,,,2.58,0,133.84,0.42,3.64,0,0.07,11.19,11.54,9.75,89.38,549.79,0.99,0.84,0
2536,8.93,,,2.59,0,133.73,0.44,3.73,0,0.07,11.32,11.62,9.65,89.31,549.9,0.99,0.84,0
2536.5,8.94,,,2.6,0,136.15,0.45,3.69,0,0.06,11.4,11.64,9.73,89.44,550.35,0.99,0.86,0
2537,8.96,,,2.59,0,137.92,0.43,3.59,0,0.06,11.38,11.57,10.18,89.72,550.54,0.99,0.88,0
2537.5,8.96,,,2.59,0,136.77,0.4,3.5,0,0.06,11.29,11.43,10.38,90.11,550.72,0.99,0.87,0
2538,9,,,2.6,0,134.47,0.42,3.46,0,0.06,11.16,11.24,10.83,90.55,551.68,0.99,0.85,0
2538.5,9.01,,,2.6,0,133.98,0.37,3.46,0,0.06,10.95,11,10.31,90.97,552.91,0.99,0.82,0
2539,9,,,2.6,0,134.8,0.42,3.54,0,0.06,10.64,10.69,8.89,91.36,553.23,0.99,0.85,0
2539.5,9.02,,,2.61,0,135.26,0.46,3.62,0,0.05,10.3,10.38,8.59,91.72,552.87,0.99,0.85,0
2540,9.02,,,2.6,0,136.13,0.48,3.98,0,0.06,9.98,10.1,9.16,92.01,552.46,0.99,0.86,0
2540.5,9.04,,,2.6,0,137.18,0.46,3.54,0,0.06,9.68,9.85,9.49,92.21,551.76,0.99,0.87,0
2541,9.02,,,2.61,0,136.91,0.4,3.47,0,0.05,9.41,9.66,9.21,92.33,551.16,0.99,0.87,0
2541.5,9.03,,,2.61,0,136.19,0.43,3.35,0,0.05,9.2,9.5,8.92,92.44,550.8,0.99,0.86,0
2542,9.04,,,2.62,0,137.62,0.4,3.43,0,0.04,9.02,9.36,8.6,92.62,550.18,0.99,0.87,0
2542.5,9.06,,,2.61,0,140.41,0.4,3.8,0,0.05,8.87,9.25,8.31,92.94,549.72,0.99,0.89,0
2543,9.08,,,2.63,0,142,0.44,3.51,0,0.04,8.81,9.21,8.28,93.38,550.07,0.99,0.91,0
2543.5,9.09,,,2.62,0,142.74,0.47,3.39,0,0.04,8.78,9.2,8.07,93.67,550.14,0.99,0.91,0
2544,9.07,,,2.6,0,143.13,0.51,3.99,0,0.05,8.79,9.22,7.73,93.42,549.43,0.99,0.92,0
2544.5,9.09,,,2.6,0,142.48,0.51,3.97,0,0.05,8.94,9.33,8.03,92.5,549.33,0.99,0.91,0
2545,9.08,,,2.6,0,140.26,0.48,3.85,0,0.05,9.25,9.56,8.67,91.26,550.34,0.99,0.89,0
2545.5,9.09,,,2.6,0,135.83,0.37,4.69,0,0.06,9.59,9.84,8.97,90.47,551.02,0.99,0.82,0
2546,9.08,,,2.64,0,129.12,0.42,4.58,0,0.05,9.73,9.99,10.27,90.76,551.07,0.99,0.81,0
2546.5,9.07,,,2.64,0,124.07,0.39,3.71,0,0.05,9.7,10,8.77,92.08,551.2,0.99,0.77,0
2547,9.04,,,2.61,0,123.94,0.39,3.34,0,0.06,9.36,9.8,8.21,93.78,551.31,0.99,0.77,0
2547.5,9.05,,,2.6,0,127.08,0.47,3.43,0,0.07,8.96,9.48,7.96,95.25,551.28,0.99,0.79,0
2548,9.04,,,2.6,0,129.19,0.43,3.69,0,0.07,8.6,9.17,7.3,96.34,551.48,0.99,0.81,0
2548.5,9.04,,,2.59,0,128.69,0.42,3.91,0,0.07,8.36,8.95,8.62,97.04,551.62,0.99,0.8,0
2549,9.03,,,2.6,0,128.3,0.38,3.8,0,0.06,8.2,8.77,8.75,97.09,551.36,0.99,0.8,0
2549.5,9.03,,,2.59,0,130.03,0.45,3.72,0,0.07,8.17,8.7,7.42,95.93,551.41,0.99,0.81,0
2550,9,,,2.58,0,130.76,0.43,3.79,0,0.08,8.52,8.98,6.05,93.43,551.99,0.99,0.82,0
2550.5,8.99,,,2.59,0,127.79,0.37,3.45,0,0.07,9.29,9.74,7.38,90.5,552.82,0.99,0.8,0
2551,8.98,,,2.6,0,122.92,0.32,3.16,0,0.06,10.23,10.79,14.73,88.6,553.52,0.99,0.71,0
2551.5,8.95,,,2.61,0,118.82,0.31,3.21,0,0.05,10.81,11.5,13,88.72,553.53,0.99,0.7,0
2552,8.97,,,2.63,0,116.77,0.3,3.35,0,0.04,10.57,11.35,9.68,90.61,552.53,0.99,0.71,0
2552.5,8.94,,,2.63,0,117.19,0.31,3.83,0,0.04,9.73,10.5,7.66,93.13,551.28,0.99,0.71,0
2553,8.96,,,2.61,0,118.91,0.36,3.96,0,0.07,8.88,9.56,7.57,95.18,550.65,0.99,0.73,0
2553.5,8.94,,,2.62,0,120.44,0.35,3.62,0,0.06,8.37,8.98,8.6,96.33,550.37,0.99,0.74,0
2554,8.93,,,2.62,0,122.09,0.38,3.57,0,0.06,8.17,8.77,8.34,96.77,550.25,0.99,0.75,0
2554.5,8.92,,,2.62,0,123.72,0.42,3.51,0,0.06,8.15,8.78,8.2,96.8,550.46,0.99,0.77,0
2555,8.92,,,2.62,0,124.84,0.41,3.49,0,0.06,8.18,8.84,8.23,96.64,550.95,0.99,0.77,0
2555.5,8.92,,,2.62,0,126.16,0.41,3.47,0,0.06,8.2,8.94,7.86,96.52,551.43,0.99,0.78,0
2556,8.92,,,2.62,0,128.13,0.4,3.49,0,0.06,8.25,9.07,8.27,96.81,552.11,0.99,0.8,0
2556.5,8.97,,,2.61,0,128.49,0.39,3.72,0,0.06,8.28,9.18,8.43,97.43,552.41,0.99,0.8,0
2557,8.95,,,2.61,0,126.3,0.39,3.87,0,0.07,8.21,9.17,8.24,97.54,551.58,0.99,0.79,0
2557.5,8.97,,,2.61,0,124.28,0.43,3.99,0,0.06,8.2,9.16,7.47,96.26,550.56,0.99,0.77,0
2558,8.96,,,2.61,0,123.81,0.44,3.91,0,0.07,8.46,9.43,7.05,93.66,550.14,0.99,0.77,0
2558.5,8.96,,,2.62,0,122.08,0.4,3.37,0,0.06,8.97,10.05,10.07,91.08,550.35,0.99,0.75,0
2559,8.95,,,2.63,0,118.69,0.37,3.32,0,0.06,9.4,10.66,16.17,89.93,551.15,0.99,0.73,0
2559.5,8.95,,,2.65,0,116.72,0.36,3.05,0,0.05,9.43,10.86,8.98,89.98,551.76,0.99,0.71,0
2560,8.96,,,2.66,0,116.85,0.3,2.52,0,0.04,9.16,10.61,7.25,89.49,551.32,0.99,0.71,0
2560.5,8.97,,,2.62,0,118.3,0.29,2.96,0,0.04,9.11,10.43,8.7,87.2,550.94,0.99,0.66,0
2561,8.94,,,2.61,0,119.59,0.32,2.89,0,0.05,9.82,11.11,11.82,83.7,551.32,0.99,0.73,0
2561.5,8.92,,,2.64,0,119.23,0.34,3.13,0,0.05,11.11,12.63,23.74,80.93,552.16,0.99,0.73,0
2562,8.88,,,2.69,0,117.49,0.28,3.56,0,0.02,12.11,14.13,28.06,80.49,552.85,0.99,0.71,0
2562.5,8.84,,,2.71,0,116.13,0.23,3.32,0,0,12.43,14.99,11.02,82.34,552.97,0.99,0.63,0
2563,8.76,,,2.69,0,115.81,0.2,3.14,0,0.01,11.97,14.93,13.14,85.26,552.96,0.99,0.55,0
2563.5,8.8,,,2.65,0,117.33,0.25,3.13,0,0.03,11.22,14.25,13.96,88.16,553.82,0.99,0.61,0
2564,8.73,,,2.63,0,120.78,0.26,3.16,0,0.04,10.59,13.56,10.14,90.34,554.89,0.99,0.62,0
2564.5,8.76,,,2.65,0,125,0.25,3.22,0,0.03,10.21,13.09,9.22,91.21,555.06,0.99,0.61,0
2565,8.76,,,2.66,0,127.91,0.29,3.3,0,0.03,10.06,12.77,9.62,90.27,554.97,0.99,0.72,0
2565.5,8.77,,,2.68,0,127.18,0.35,3.05,0,0.03,10.47,13.01,9.95,87.44,555.47,0.99,0.79,0
2566,8.75,,,2.65,0,122.37,0.32,2.65,0,0.04,11.8,14.36,12.89,83.26,556,0.99,0.75,0
2566.5,8.77,,,2.61,0,114.79,0.26,3,0,0.05,14.13,16.92,18.76,78.7,556.19,0.99,0.59,0
2567,8.75,,,2.57,0,104.95,0.23,3.06,0,0.06,17.36,20.65,20.24,74.52,556.37,0.99,0.49,0
2567.5,8.68,,,2.55,0,93.33,0.2,3.08,0,0.07,21.24,25.42,17.9,71.02,556.99,0.99,0.4,0
2568,8.68,,,2.52,1,83,0.16,2.9,0.01,0.08,25.88,31.19,15.01,68.59,557.81,0.99,0.27,2
2568.5,8.68,,,2.51,3,76.79,0.12,2.3,0.06,0.09,30.9,37.65,20.08,67.79,558.29,0.99,0.18,2
2569,8.68,,,2.49,4,73.8,0.13,1.87,0.16,0.1,34.7,42.74,34.71,68.84,558.26,0.99,0.17,2
2569.5,8.6,,,2.5,4,72.4,0.1,2.28,0.12,0.09,33.89,42,22.54,71.03,558.31,0.99,0.13,2
2570,8.61,,,2.54,3,74.43,0.1,3.15,0.02,0.07,28.41,34.85,13.14,72.79,558.88,0.99,0.16,2
2570.5,8.61,,,2.53,1,80.72,0.11,3.27,0.01,0.07,22.86,27.15,9.18,72.76,559.42,0.99,0.18,2
2571,8.7,,,2.49,0,84.36,0.13,2.83,0,0.1,21.69,24.68,9.86,71.25,559.83,0.99,0.17,2
2571.5,8.72,,,2.47,1,79.32,0.16,2.5,0.03,0.11,25.24,28.15,22.63,70.08,560.55,0.99,0.23,2
2572,8.65,,,2.49,3,70.09,0.15,2.38,0.09,0.1,29.81,33.59,35.58,70.89,561.19,0.99,0.21,2
2572.5,8.74,,,2.54,3,66.19,0.11,2.61,0.03,0.07,30.34,34.78,29.12,73.72,561.23,0.99,0.19,2
2573,8.76,,,2.58,1,72.56,0.11,3.07,0,0.05,25.88,29.97,16.25,77.18,560.87,0.99,0.24,2
2573.5,8.77,,,2.6,0,85.11,0.14,3.1,0,0.04,20.62,23.84,13.24,79.78,560.16,0.99,0.31,0
2574,8.85,,,2.61,0,93.71,0.16,3.06,0,0.03,17.54,20.2,13.42,81.22,559.36,0.99,0.37,0
2574.5,8.92,,,2.59,1,95.5,0.19,3.28,0,0.05,16.28,18.74,13.07,82.35,558.96,0.99,0.43,0
2575,8.96,,,2.58,1,96.73,0.2,4.03,0,0.05,15.48,17.98,13.14,83.82,558.52,0.99,0.43,0
2575.5,9.01,,,2.62,0,102.14,0.2,3.54,0,0.04,14.39,16.86,15.85,85.48,558.15,0.99,0.47,0
2576,9,,,2.62,0,110.37,0.22,3.51,0,0.04,13.02,15.26,14.97,86.78,558.43,0.99,0.51,0
2576.5,9.01,,,2.64,0,118.48,0.28,3.61,0,0.04,11.85,13.75,10.58,87.34,558.56,0.99,0.65,0
2577,8.98,,,2.7,0,124.08,0.32,4.94,0,0.02,10.91,12.51,10.56,87.34,557.79,0.99,0.77,0
2577.5,9,,,2.76,0,125.79,0.39,5.59,0,0,10.11,11.46,10.4,87.01,556.98,0.99,0.78,0
2578,9.03,,,2.74,0,124.48,0.35,3.96,0,0,9.56,10.66,8.93,86.13,556.82,0.99,0.77,0
2578.5,9.03,,,2.68,0,122.77,0.31,3.2,0,0.03,9.53,10.39,8.09,84.17,556.9,0.99,0.76,0
2579,9.07,,,2.66,0,120.76,0.33,4.13,0,0.04,10.29,10.93,9.93,81.02,556.76,0.99,0.74,0
2579.5,9.11,,,2.75,0,115.52,0.31,6.41,0,0,11.95,12.45,17.5,77.47,556.7,0.99,0.7,0
2580,9.13,,,2.84,0,107.16,0.31,7.15,0,0,14.4,14.92,13.29,74.82,557.22,0.99,0.64,0
2580.5,9.13,,,2.88,0,99.52,0.32,6.26,0,0,16.54,17.28,10.36,74.02,558.23,0.99,0.58,0
2581,9.16,,,2.87,0,95.11,0.29,4.66,0,0,17,17.94,12.27,75,558.99,0.99,0.54,0
2581.5,9.15,,,2.79,0,94.79,0.27,4.92,0,0,15.98,16.86,8.51,76.78,559.03,0.99,0.54,0
2582,9.21,,,2.76,0,95.89,0.26,4.63,0,0,14.84,15.46,7.77,78.25,558.87,0.99,0.55,0
2582.5,9.24,,,2.72,0,95.01,0.22,4.35,0,0,14.29,14.65,11.69,78.86,558.8,0.99,0.54,0
2583,9.27,,,2.66,1,92.61,0.23,4.09,0,0.04,14.42,14.57,13.08,78.78,558.26,0.99,0.52,0
2583.5,9.34,,,2.61,1,91.3,0.23,3.11,0,0.04,14.86,14.93,12.79,78.46,557.16,0.99,0.51,0
2584,9.35,,,2.6,1,91.16,0.2,2.57,0,0.04,15.11,15.15,10.67,78.28,556.21,0.99,0.45,0
2584.5,9.35,,,2.59,1,90.89,0.2,2.88,0,0.05,15.04,15.06,11.76,78.24,555.3,0.99,0.43,0
2585,9.38,,,2.62,1,91.13,0.19,3.73,0,0.03,14.97,14.92,12.11,78.13,554.32,0.99,0.43,0
2585.5,9.39,,,2.66,1,92.19,0.21,3.44,0,0.02,15.07,14.93,12.49,77.84,553.59,0.99,0.52,0
2586,9.4,,,2.65,1,91.77,0.23,3.52,0,0.04,15.49,15.29,11.26,77.46,552.83,0.99,0.52,0
2586.5,9.43,,,2.63,1,87.54,0.21,3.57,0,0.04,15.99,15.83,10.37,77.19,551.71,0.99,0.48,0
2587,9.43,,,2.62,1,80.94,0.19,3.04,0,0.04,16.33,16.25,11.55,77.2,550.65,0.99,0.43,0
2587.5,9.44,,,2.58,1,75.85,0.18,2.56,0,0.05,16.39,16.39,12.1,77.41,550.04,0.99,0.39,0
2588,9.47,,,2.55,1,74.63,0.18,2.62,0.01,0.07,16.18,16.3,11.95,77.66,549.82,0.99,0.35,0
2588.5,9.44,,,2.54,1,76.37,0.18,2.72,0.01,0.07,15.77,16.04,14.1,77.97,549.42,0.99,0.34,0
2589,9.42,,,2.55,1,79.05,0.19,2.74,0.01,0.07,15.34,15.7,14.21,78.64,548.03,0.99,0.37,0
2589.5,9.44,,,2.57,0,82.57,0.19,2.74,0,0.06,14.67,15.15,14.43,79.84,545.85,0.99,0.4,0
2590,9.4,,,2.59,0,87.55,0.18,2.56,0,0.05,13.6,14.13,17.28,81.2,544.25,0.99,0.4,0
2590.5,9.36,,,2.58,1,94.03,0.21,3.12,0,0.05,12.48,12.96,12.31,81.88,544.2,0.99,0.45,0
2591,9.36,,,2.59,1,100.67,0.24,3.48,0,0.05,12.07,12.46,9.64,81.4,544.8,0.99,0.51,0
2591.5,9.33,,,2.61,0,103.02,0.24,2.81,0,0.05,12.5,12.92,15.13,80.43,544.99,0.99,0.53,0
2592,9.26,,,2.63,0,98.14,0.24,3.42,0,0.04,13.27,13.86,16.51,80.34,545.12,0.99,0.57,0
2592.5,9.21,,,2.66,1,90.67,0.21,3.31,0,0.03,13.3,14.2,11.77,81.93,545.94,0.99,0.51,0
2593,9.17,,,2.66,0,90.75,0.2,2.74,0,0.02,12.32,13.35,9.88,84.56,546.79,0.99,0.51,0
2593.5,9.13,,,2.64,0,102.02,0.23,2.91,0,0.03,10.89,11.82,8.64,86.81,546.89,0.99,0.56,0
2594,9.1,,,2.63,0,116.13,0.31,3.21,0,0.05,10.16,10.8,9.22,87.5,546.9,0.99,0.71,0
2594.5,9.03,,,2.65,0,122.53,0.33,3.45,0,0.04,10.27,10.71,10.81,86.45,547.82,0.99,0.76,0
2595,8.97,,,2.65,0,120.38,0.31,3.41,0,0.04,11.06,11.36,9.99,84.23,549.41,0.99,0.74,0
2595.5,8.94,,,2.64,0,115.3,0.29,2.76,0,0.04,12.12,12.34,8.97,81.58,550.87,0.99,0.69,0
2596,8.91,,,2.61,0,106.76,0.26,2.83,0,0.05,13.35,13.39,9.34,79.17,551.86,0.99,0.58,0
2596.5,8.82,,,2.55,3,90.24,0.22,2.85,0.03,0.07,14.81,14.52,6.56,77.63,552.71,0.99,0.45,0
2597,8.54,,,2.49,3,69.36,0.2,2.88,0.1,0.1,16.24,15.6,4.67,77.29,553.96,0.73,0.34,0
2597.5,8.33,,,2.46,4,54.63,0.17,2.86,0.31,0.12,17.04,16.15,5.03,77.9,555.79,0.66,0.23,2
2598,8.32,,,2.46,5,49.16,0.15,2.9,0.68,0.12,17.05,15.93,4.44,78.81,557.87,0.69,0.18,2
2598.5,8.32,,,2.45,5,48.31,0.15,2.89,0.74,0.12,16.46,15.22,3.53,79.42,559.89,0.69,0.17,2
2599,8.35,,,2.46,5,48.99,0.15,2.87,0.64,0.11,15.91,14.53,4.46,79.56,561.89,0.72,0.18,2
2599.5,8.41,,,2.49,4,51.02,0.15,2.98,0.19,0.1,15.76,14.19,5.42,79.43,563.6,0.79,0.2,2
2600,8.41,,,2.51,4,54.67,0.15,3.29,0.13,0.09,16.3,14.48,5.78,79.23,564.71,0.84,0.23,2
2600.5,8.43,,,2.57,3,61.67,0.17,3.36,0.03,0.07,17.26,15.15,8.73,79.03,565.38,0.99,0.28,2
2601,8.44,,,2.64,3,72.8,0.16,2.95,0,0.03,18.09,15.64,10.37,78.67,565.93,0.99,0.37,0
2601.5,8.56,,,2.65,3,82.49,0.18,3.27,0,0.02,18.27,15.57,10.47,77.72,566.04,0.99,0.45,0
2602,8.83,,,2.63,4,83.52,0.21,3.62,0.01,0.04,17.85,15.05,9.29,75.88,566.24,0.99,0.45,0
2602.5,8.76,,,2.61,4,76.26,0.19,3.75,0.02,0.05,17.45,14.7,6.02,73.33,567.48,0.99,0.4,0
2603,8.52,,,2.62,3,66.29,0.18,3.93,0.01,0.06,17.17,14.54,10.55,70.97,569.22,0.99,0.32,0
2603.5,8.46,,,2.63,3,56.06,0.19,3.44,0.05,0.08,16.39,14.01,6.62,69.88,570.57,0.90,0.24,2
2604,8.4,,,2.6,5,47.86,0.17,3.15,0.31,0.09,14.79,12.74,3.68,70.42,572.07,0.91,0.18,2
2604.5,8.37,,,2.56,5,45.45,0.15,3.19,0.3,0.09,12.59,10.94,3.51,71.97,573.97,0.99,0.16,2
2605,8.35,,,2.51,5,47.92,0.15,3.14,0.39,0.1,10.39,9.11,2.6,73.5,575.49,0.99,0.18,2
2605.5,8.36,,,2.46,5,49.12,0.18,2.58,0.94,0.13,8.79,7.79,2.67,74.52,576.88,0.89,0.19,2
2606,8.32,,,2.41,5,46.15,0.2,2,1.78,0.15,7.8,7.01,2.01,75.13,578.6,0.80,0.16,2
2606.5,8.32,,,2.37,5,42.52,0.17,1.97,2.17,0.16,7.23,6.59,1.81,75.76,580.22,0.80,0.14,2
2607,8.3,,,2.35,6,41.97,0.17,1.97,9.01,0.17,7.06,6.45,1.95,76.48,581.12,0.77,0.12,2
2607.5,8.32,,,2.38,6,44.9,0.17,2.27,6.92,0.16,7.16,6.5,2.28,77.11,581.78,0.82,0.15,2
2608,8.34,,,2.43,6,49.88,0.17,3,3.44,0.13,7.3,6.54,2.22,77.7,582.66,0.96,0.19,2
2608.5,8.36,,,2.48,5,54.36,0.17,2.74,0.53,0.11,7.25,6.42,1.58,78.52,582.92,0.99,0.23,2
2609,8.35,,,2.45,5,56.26,0.17,2.26,0.77,0.12,6.89,6.07,1.49,79.53,582.09,0.99,0.21,2
2609.5,8.38,,,2.4,4,58.15,0.19,2.6,0.62,0.15,6.49,5.66,1.92,80.28,581.68,0.92,0.21,2
2610,8.35,,,2.35,4,64.08,0.21,2.69,1.14,0.18,6.58,5.6,1.52,80.19,582.4,0.78,0.2,2
2610.5,8.36,,,2.37,4,74.07,0.2,3.13,0.89,0.16,7.7,6.3,2.16,79.06,582.78,0.77,0.2,2
2611,8.38,,,2.5,4,82.95,0.22,4.17,0.15,0.09,10.53,8.25,9.3,77.3,582.27,0.99,0.39,0
2611.5,8.39,,,2.67,4,85.71,0.23,4.49,0.02,0.05,15.49,11.9,12.72,75.51,581.52,0.99,0.47,0
2612,8.53,,,2.75,0,82.96,0.21,4.17,0,0,20.47,15.89,12.47,73.99,581.1,0.99,0.45,0
2612.5,8.57,,,2.75,3,78.69,0.21,4.26,0.01,0.04,22.46,17.51,21.39,72.84,581.35,0.99,0.42,0
2613,8.5,,,2.73,3,73.42,0.22,4.04,0.02,0.06,20.27,15.71,11.75,72.37,581.99,0.98,0.38,0
2613.5,8.73,,,2.68,4,65.93,0.2,2.64,0.05,0.07,16.09,12.26,5.62,73.1,582.18,0.99,0.32,0
2614,8.65,,,2.59,4,57.67,0.19,2.68,0.12,0.09,12.1,9.07,4.05,75.33,581.75,0.99,0.25,2
2614.5,8.43,,,2.51,3,52.66,0.19,2.57,0.12,0.11,9.21,6.76,3.17,78.62,581.35,0.97,0.21,2
2615,8.34,,,2.48,5,52.73,0.18,2.34,0.71,0.12,7.26,5.2,1.63,81.77,581.48,0.99,0.21,2
2615.5,8.33,,,2.42,5,53.69,0.17,2.04,1.09,0.13,5.98,4.18,0.97,83.57,581.79,0.99,0.2,2
2616,8.36,,,2.34,6,49.76,0.19,1.54,10.35,0.18,5.07,3.54,0.85,83.54,581.97,0.88,0.16,2
2616.5,8.35,,,2.28,6,42.06,0.21,1.55,20.2,0.22,4.59,3.23,0.88,82.13,582.67,0.78,0.13,2
2617,8.35,,,2.25,6,36.1,0.2,1.65,25.35,0.23,4.53,3.24,1.01,80.35,584.41,0.74,0.08,1
2617.5,8.34,,,2.26,7,34.47,0.2,1.89,223.29,0.23,4.84,3.51,2.47,79.14,586.03,0.73,0.07,1
2618,8.34,,,2.3,7,36.88,0.18,2.26,143.43,0.2,5.23,3.82,3.2,78.88,586.2,0.78,0.09,1
2618.5,8.35,,,2.34,6,42.04,0.18,1.74,10.09,0.18,5.56,4.06,1.31,79.33,585.07,0.84,0.13,2
2619,8.34,,,2.34,6,46.13,0.18,1.86,11.11,0.18,5.73,4.16,1.16,79.97,583.95,0.81,0.13,2
2619.5,8.31,,,2.32,7,46.14,0.2,2.5,122.49,0.19,5.76,4.16,1.25,80.48,583.31,0.77,0.15,2
2620,8.32,,,2.32,7,43.35,0.18,2.43,121.28,0.19,5.67,4.08,1.24,80.89,582.9,0.78,0.11,2
2620.5,8.29,,,2.32,8,40.6,0.18,2.04,453.23,0.19,5.42,3.91,1.09,81.41,582.61,0.80,0.11,2
2621,8.31,,,2.29,8,39.07,0.17,2.08,552.92,0.21,4.98,3.59,0.97,82.15,582.76,0.79,0.06,1
2621.5,8.3,,,2.29,7,38.72,0.18,2.26,156.02,0.21,4.51,3.21,0.93,82.77,583.21,0.83,0.09,1
2622,8.3,,,2.31,6,39.64,0.19,2.17,15.3,0.2,4.37,3,0.88,82.76,583.4,0.86,0.11,2
2622.5,8.33,,,2.31,6,41.56,0.19,2.22,15.15,0.2,4.84,3.2,0.95,81.86,583.41,0.82,0.11,2
2623,8.35,,,2.43,6,44.54,0.21,4.05,6.13,0.15,5.97,3.84,2.1,80.4,583.34,0.92,0.15,2
2623.5,8.34,,,2.58,7,48.75,0.21,4.68,22.53,0.12,7.37,4.83,4.87,79.08,582.95,0.99,0.18,2
2624,8.42,,,2.65,6,52.76,0.2,3.41,1.07,0.09,8.15,5.65,1.97,78.51,582.23,0.99,0.22,2
2624.5,8.4,,,2.55,6,53.23,0.2,2.16,1.96,0.11,7.62,5.67,1.44,78.65,581.62,0.99,0.22,2
2625,8.39,,,2.38,5,48.38,0.22,2.04,2.5,0.17,6.44,5.04,1.26,78.91,581.45,0.81,0.18,2
2625.5,8.33,,,2.3,7,41.53,0.22,2.21,162.98,0.21,5.69,4.51,1.19,78.77,581.46,0.72,0.13,2
2626,8.34,,,2.3,7,37.35,0.19,2.44,158.07,0.21,5.66,4.47,1.44,78.22,581.14,0.73,0.1,2
2626.5,8.33,,,2.32,7,36.82,0.18,2.96,125.62,0.2,5.95,4.7,1.6,77.85,580.27,0.76,0.09,1
2627,8.33,,,2.35,7,38.19,0.18,2.62,96.32,0.18,6.21,4.91,1.45,78.25,579.1,0.79,0.1,2
2627.5,8.34,,,2.36,6,41.33,0.2,2.33,10.63,0.18,6.37,5.02,1.55,79.23,578.04,0.78,0.13,2
2628,8.32,,,2.36,5,45.67,0.2,2.86,2.83,0.18,6.59,5.14,1.97,80.04,576.97,0.78,0.16,2
2628.5,8.32,,,2.4,4,49.58,0.19,2.94,0.73,0.15,7.17,5.55,1.84,80.18,575.06,0.84,0.19,2
2629,8.41,,,2.44,4,53.2,0.2,2.74,0.5,0.14,8.33,6.5,2.82,79.97,572.59,0.86,0.22,2
2629.5,8.38,,,2.49,4,59.58,0.21,2.58,0.28,0.11,9.7,7.82,7.15,80.33,570.41,0.91,0.27,2
2630,8.38,,,2.58,4,71.15,0.22,3.2,0.09,0.08,10.78,9.13,12.19,81.86,568.4,0.99,0.36,0
2630.5,8.49,,,2.68,3,88.96,0.23,4.97,0,0.04,11.25,10.07,9.56,84.17,566.32,0.99,0.5,0
2631,8.84,,,2.69,0,109.77,0.26,4.87,0,0.02,11.08,10.41,9.57,86.19,564.85,0.99,0.66,0
2631.5,8.88,,,2.68,0,125.34,0.33,4.43,0,0.03,10.78,10.39,10.27,87.05,564.08,0.99,0.78,0
2632,8.88,,,2.67,0,130.19,0.33,4.24,0,0.03,10.79,10.55,10.29,86.58,563.49,0.99,0.8,0
2632.5,8.89,,,2.71,0,128.32,0.3,3.66,0,0,11.16,11.04,9.77,85.14,562.96,0.99,0.78,0
2633,8.86,,,2.74,0,127.33,0.31,5.24,0,0,11.03,11.04,14.27,83.2,562.97,0.99,0.79,0
2633.5,8.84,,,2.76,0,126.17,0.33,5.86,0,0,9.91,10,4,81.09,563.57,0.99,0.78,0
2634,8.8,,,2.65,0,115.42,0.29,2.7,0,0.03,8.46,8.5,1.65,79,564.44,0.99,0.7,0
2634.5,8.64,,,2.49,2,90.95,0.29,2.77,0.04,0.1,7.46,7.48,2.19,76.92,565.46,0.99,0.51,0
2635,8.32,,,2.35,4,63.34,0.26,3.15,1.38,0.19,7.38,7.37,3.13,74.77,566.52,0.69,0.3,0
2635.5,8.3,,,2.35,4,45.27,0.23,2.59,1.58,0.19,8.35,8.32,2.94,72.67,567.4,0.64,0.16,2
2636,8.28,,,2.39,4,37.51,0.2,2.21,1.15,0.18,10.19,10.22,4.41,70.92,567.96,0.63,0.1,2
2636.5,8.27,,,2.42,4,35.1,0.19,2.35,0.97,0.17,12.46,12.53,6.34,69.94,568.37,0.60,0.08,1
2637,8.26,,,2.44,4,36.84,0.16,2.84,0.56,0.14,14.61,14.67,6.77,70.05,568.43,0.64,0.09,1
2637.5,8.33,,,2.51,4,43.65,0.14,3.46,0.2,0.1,16.44,16.41,13.68,71.21,567.22,0.78,0.14,2
